file_path,complexity,cognitive_complexity,bugs,code_smells,sqale_index,violations,vulnerabilities,lines,reliability_rating,security_rating
hibernate-core/src/main/java/org/hibernate/engine/query/spi/AbstractParameterDescriptor.java,10.0,2.0,0.0,2.0,7.0,2.0,0.0,68.0,A,A
hibernate-core/src/main/java/org/hibernate/collection/spi/AbstractPersistentCollection.java,242.0,198.0,1.0,18.0,199.0,19.0,0.0,1367.0,B,A
hibernate-core/src/main/java/org/hibernate/boot/model/source/internal/hbm/AbstractPluralAssociationElementSourceImpl.java,3.0,0.0,0.0,1.0,2.0,1.0,0.0,38.0,A,A
hibernate-core/src/main/java/org/hibernate/metamodel/model/domain/internal/AbstractPluralAttribute.java,29.0,8.0,0.0,0.0,0.0,0.0,0.0,193.0,A,A
hibernate-core/src/main/java/org/hibernate/boot/model/source/internal/hbm/AbstractPluralAttributeSourceImpl.java,73.0,67.0,0.0,1.0,43.0,1.0,0.0,430.0,A,A
hibernate-core/src/main/java/org/hibernate/metamodel/internal/AbstractPojoInstantiator.java,5.0,0.0,0.0,1.0,2.0,1.0,0.0,46.0,A,A
hibernate-spatial/src/main/java/org/hibernate/spatial/dialect/postgis/AbstractPostGISJdbcType.java,20.0,8.0,0.0,0.0,0.0,0.0,0.0,169.0,A,A
hibernate-core/src/main/java/org/hibernate/dialect/AbstractPostgreSQLJsonPGObjectType.java,13.0,6.0,0.0,4.0,4.0,4.0,0.0,107.0,A,A
hibernate-core/src/main/java/org/hibernate/dialect/AbstractPostgreSQLStructJdbcType.java,197.0,277.0,0.0,23.0,299.0,23.0,0.0,1079.0,A,A
hibernate-core/src/main/java/org/hibernate/id/AbstractPostInsertGenerator.java,0.0,0.0,0.0,1.0,10.0,1.0,0.0,21.0,A,A
hibernate-core/src/main/java/org/hibernate/event/spi/AbstractPreDatabaseOperationEvent.java,4.0,0.0,0.0,1.0,2.0,1.0,0.0,69.0,A,A
hibernate-core/src/main/java/org/hibernate/sql/ast/tree/predicate/AbstractPredicate.java,5.0,0.0,0.0,2.0,4.0,2.0,0.0,41.0,A,A
hibernate-core/src/main/java/org/hibernate/boot/model/internal/AbstractPropertyHolder.java,129.0,134.0,0.0,15.0,66.0,15.0,0.0,770.0,A,A
hibernate-envers/src/main/java/org/hibernate/envers/internal/entities/mapper/AbstractPropertyMapper.java,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,A,A
hibernate-core/src/main/java/org/hibernate/persister/entity/AbstractPropertyMapping.java,72.0,103.0,0.0,10.0,83.0,10.0,0.0,442.0,A,A
hibernate-core/src/main/java/org/hibernate/query/spi/AbstractQuery.java,101.0,22.0,0.0,2.0,10.0,2.0,0.0,687.0,A,A
tooling/metamodel-generator/src/main/java/org/hibernate/jpamodelgen/annotation/AbstractQueryMethod.java,41.0,24.0,0.0,1.0,2.0,1.0,0.0,229.0,A,A
hibernate-core/src/main/java/org/hibernate/query/spi/AbstractQueryParameter.java,9.0,1.0,0.0,1.0,2.0,1.0,0.0,64.0,A,A
hibernate-core/src/main/java/org/hibernate/cache/spi/support/AbstractReadWriteAccess.java,61.0,38.0,0.0,6.0,102.0,6.0,0.0,469.0,A,A
hibernate-core/src/main/java/org/hibernate/event/internal/AbstractReassociateEventListener.java,3.0,2.0,0.0,0.0,0.0,0.0,0.0,91.0,A,A
hibernate-core/src/main/java/org/hibernate/cache/spi/support/AbstractRegion.java,3.0,0.0,0.0,1.0,2.0,1.0,0.0,41.0,A,A
