file_path,commit_count,unique_authors,churn,days_since_modified,file_age_days
hibernate-core/src/main/java/org/hibernate/engine/jdbc/dialect/internal/StandardDialectResolver.java,0,0,0,0,0
hibernate-core/src/main/java/org/hibernate/engine/jdbc/env/internal/JdbcEnvironmentImpl.java,7,1,169,236,4079
hibernate-core/src/main/java/org/hibernate/engine/jdbc/env/internal/JdbcEnvironmentInitiator.java,14,4,243,32,4079
hibernate-core/src/main/java/org/hibernate/engine/jdbc/env/spi/IdentifierHelperBuilder.java,3,1,109,247,4001
hibernate-core/src/main/java/org/hibernate/engine/jdbc/env/spi/SQLStateType.java,1,1,16,279,4079
hibernate-core/src/main/java/org/hibernate/engine/jdbc/internal/BasicFormatterImpl.java,1,1,1,83,5545
hibernate-core/src/main/java/org/hibernate/engine/jdbc/internal/DDLFormatterImpl.java,1,1,12,302,5545
hibernate-core/src/main/java/org/hibernate/engine/jdbc/internal/HighlightingFormatter.java,0,0,0,0,0
hibernate-core/src/main/java/org/hibernate/engine/jdbc/internal/MutationStatementPreparerImpl.java,2,1,23,242,1262
hibernate-core/src/main/java/org/hibernate/engine/jdbc/internal/ResultSetReturnImpl.java,3,2,93,32,4864
hibernate-core/src/main/java/org/hibernate/engine/jdbc/internal/StatementPreparerImpl.java,6,2,80,32,5548
hibernate-core/src/main/java/org/hibernate/engine/jdbc/mutation/internal/MutationExecutorStandard.java,1,1,6,5,1262
hibernate-core/src/main/java/org/hibernate/engine/jdbc/mutation/internal/MutationQueryOptions.java,3,1,16,107,1262
hibernate-core/src/main/java/org/hibernate/engine/jdbc/mutation/internal/PreparedStatementGroupNone.java,0,0,0,0,0
hibernate-core/src/main/java/org/hibernate/engine/jdbc/spi/ConnectionObserverAdapter.java,0,0,0,0,0
hibernate-core/src/main/java/org/hibernate/engine/jdbc/spi/SqlExceptionHelper.java,1,1,8,238,5545
hibernate-core/src/main/java/org/hibernate/engine/jndi/internal/JndiServiceImpl.java,7,1,99,238,5003
hibernate-core/src/main/java/org/hibernate/engine/profile/FetchProfile.java,3,1,28,238,5692
hibernate-core/src/main/java/org/hibernate/engine/query/spi/ParamLocationRecognizer.java,0,0,0,0,0
hibernate-core/src/main/java/org/hibernate/engine/spi/ActionQueue.java,16,3,942,5,5485
hibernate-core/src/main/java/org/hibernate/engine/spi/BatchFetchQueue.java,6,2,413,75,5485
hibernate-core/src/main/java/org/hibernate/engine/spi/CascadingAction.java,4,1,86,353,5485
hibernate-core/src/main/java/org/hibernate/engine/spi/CascadingActions.java,11,1,317,11,5015
hibernate-core/src/main/java/org/hibernate/engine/spi/CollectionEntry.java,9,1,268,100,5485
hibernate-core/src/main/java/org/hibernate/engine/spi/CollectionKey.java,2,2,117,5,5485
hibernate-core/src/main/java/org/hibernate/engine/spi/EntityKey.java,2,2,106,5,5485
hibernate-core/src/main/java/org/hibernate/engine/spi/EntityUniqueKey.java,0,0,0,0,0
hibernate-core/src/main/java/org/hibernate/engine/spi/ExecutableList.java,3,1,130,238,4664
